commentaire;label
@Halim75DZ Tu l'as pas volé RESPECT 🫡🫡;1
@AmyKoné-b1x Tu le mérite Mon frère Bon vent à toi ❤❤❤❤;1
@ismaelsow7426 Big up a sa maman ❤ bravo Ousmane;1
@willax9713 Oussssmaannnee 😍🤩😍🤩;0
@AbdullarUseni Congratulations;0
@oluwaseunsodiq5885 Lamine is the winner;0
@maodosalll6068 En fin un autre noir;0
@Tomy-x4k Elle est la première dame de part la fonction de don maru;0
@IsaacBouyi-g8t Il le mérite;1
"""@MitchellAtienoAtieno Whatever he's saying,am sure it doesn't make sense""";0
@sayonkafoffofana3075 Le jour temps t'as du est arrivé l'afrique est fière de toi frère ❤❤❤;1
@CT-tv3xd Ridicule Ousmane Ousmane... L'audience sont des enfants...;0
@الزليجالبلديالفاسيمغربي Yamal son père est marocain et sa grand-mère l'accompagne voilée. Ousmane est marié avec une marocaine voilée.  C'est l'islam et la mixité qui gagnent aujourd'hui 🤲;0
@Zinzinnnn Ptdr 😂😂le foot c’est hlam;0
@Zinzinnnn Une pensée pour Aïcha;0
@Zinzinnnn Profite en bientôt ce qui arrive en Angleterre bientôt en France. Le retour à la réalité vas être dur pour vous. Vivement 🇫🇷⚔️;0
@الزليجالبلديالفاسيمغربي Souffrez en silence 🤐. L'islam vaincra c'est écrit dans la bible dans la torah dans le coran ☝️🤲;0
@Howto99123 Does anyone the song that played at 10th to 3rd place. 0:11;0
"Dembelé winning a d'or is crazy tho, neymar and mbappé have 0 while he has 1. Also, Dembelé will probably flop 25/26 season 😂""";1
@mangeur2pneuu Cry more idiot 🤣🤣🤣🤣🤣 dembele deserve it you don't have the capacity too understand that;0
@pipo7489 Quelle surprise !;0
"""@batchidavy1748 J'ai pleuré lorsque Ousmane a taggé son meilleur ami , c'est très touchant d'avoir un ami qui a toujours été à tes côtés jusqu'à ton élévation .... En tous cas, mes larmes ont coulés vraiment""";1
@musamdem Congratulations Ousmane ❤❤;1
@aboubacarbernadin6982 Magnifique 🎉;1
"تحية من موظف من الجزائر العاصمة 🖤❤️ Forzamilan saison blanche""";1
@pudotv He deserves it;0
"""@CherifKechichi Yamal est plus fort que lui,ce trophée n'a plus aucune valeur""";1
@FaycalAllaoui Pour moi c'est hakimi le meilleur joueur au monde cette année !;0
"""@Verinha9 ok l'ami des vi0l3urs 🤮🤮 peut-être que toi-même tu en es un, et c'est pour ça que ça te dérange pas de soutenir une saleté d'agresseur !""";0
@Zinzinnnn 😂😂😂 Footix;0
"""@Verinha9 ok l'ami des vi0l3urs 🤮🤮 peut-être que toi-même tu en es un, et c'est pour ça que ça te dérange pas de soutenir une saleté d'agr3sseur !""";0
@MitchellAtienoAtieno Na hizi majina sijawai ziskia Kwa premier league ama kwani hawa wanacheza nini;0
@Nintendo64life Purée il m’a foutu les jetons;0
@baristoprak4970 Les mains dans la poche 😂😂😂😂😂😂;1
@MouhamedSow-v9y YAMAL;0
@puestholouembet ❤❤❤❤👍;1
"""@MuqtaarLion-27 I don't understand this language, but I felt it move""";0
@dildo7635 C’est un fake??? N’importe quoi.😂;0
@morrislombardi540 Un Musulmane alhamdulillah!;0
@Zinzinnnn Le foot c’est hlam mécréant;0
@yvonnzungu8791 Dembele n'a pas de père ?;0
"""@Siewe_Francois So happy for him, man. 👏👏👏👏👏""";1
@antoinediouf934 Il n'a pas mieux fait que Vinicus la dernière fois;0
@tawbah6248 C pas juste hakimi mérite le ballon d'or et tout le monde le sait .;1
"Oussssmmmmmaaaaaannnnnnneeeeeeee DEM BE LÉ !!!""";0
@Senpai_921 Y’a eu Papin;0
@4hundredPourcentLove calme toi;0
@4hundredPourcentLove  @Senpai_921  et platini . désolé le foot n'est pas née en 2010;0
"Calme-toi et apprend""";0
@nicolasguyot8983 Papin OM 1991;0
@Tomyleejhones Va jouer a fifa 2027​ @4hundredPourcentLove ;0
"""@PaulPhilippe-kx6je Les seuls,  Papin et DembPélé""";0
@doucourelassana3663 Merci Mr DEMBELE que DIEU(à Lui la Gloire) vous bénisse et soyez conscient bien on vous a chargé une lourde responsabilité et c'est à vous de prouver mieux encore votre talent et bonne soirée.;1
@albardsahd8104 ​ @4hundredPourcentLove et Fontaine;0
"Fontaine , ballon d' or ?""";0
@djdz2617 Et Zidane vous oubliez ??;0
@WidSal-r1k Francese 😂😂😂 musulmano e nero 😂😂😂;0
@leopoldmahema Michel Platini ballon d'or aussi joueur de l'équipe de France  1983.1984.1985;0
@Gwadaside07 C’est quelque chose que j’arrête pas de dire une français qui joue dans une équipe française qui gagne le ballon d’or c’est légendaire;1
@CarlosZZ35-k2u ​ @goldfingerjames4172  Non il ne l'a pas gagner;0
nan Et dire que certain nous sortent que y a trop de noirs en équipe de France;0
@papatango5085 Le Qatar n'est pas la France;0
@BourbonKid5  @papatango5085  Le propriétaire de l'OM non plus....;0
"""@toum. @WidSal-r1k oui il a grandis a Evreux et Rennes en Bretagne, pourquoi tu rage ? Eh Ousmane Ballon d'or""";0
@tonyvelli4324 Quand on dit que les 2012 n'ont aucune culture foot;0
@maxbod49 Ah oui d'accord et Papin ? 🤣 Le foot 1 pas commencé en 2011 🤡;0
"T’en es encore à ce stade, le génie racialiste?""";0
"""@cortixavier1406 Le problème ce ne sont pas les noirs. C’est la culture de certains, noirs ou pas !""";0
@SowhoisGæ2day ​ @Tomyleejhones le goat;0
@maca766 Bravo le beauf franchouillard!;1
@commentaire_random-dh5xb OUSMANEEEE#;0
@abdoulayendoye1803 Lol 😂;0
@NicolasBinkalingula-o7c3w Vive ousman dembele;0
@koffiedemdotse9952 Mérité 🎉;1
@youneslachheb1854 Hakimi is 6th that’s one is ball…;0
@Verinha9 un vi0l3ur qui doit être cancel 🤮🤮;0
@Leo-dn1qw On t'aime Ous !!! 💙🤍🤎;0
@prankultra1313 Dembouz ballon d'or 😅 je trouves ça fou c'est largement mérité mais c'est quand même fou;1
@itoulyadoum1980 Lamine Yamal🎉🎉🎉🎉🎉🎉;1
"A nos femme qui sont toujours presente, avant nos amis qui nont pas les mains dans le caca des enfants..""";1
@Verinha9 🙏🏽;0
@MC-pf9du Pfff toujours les mêmes  commentaires. Laissez le trkl et fait ta vie on s’en tape;0
@Verinha9 ​ @MC-pf9du  On s'en tape aussi de ton avis de tox.... La masculinité toxique ça dégage !;0
@LAHI-Ytb ​ @MC-pf9du  toujours des gens dans le déni... il y a pas de critique faites sur sa compagne bien au contraire juste une constatation.. il ne l'a cite pas;0
@diamilmc514 Il a remercié toute sa famille et sa famille fait partie de SA famille. Il a dit qu’ils l’ont toujours soutenu dans les moments difficiles;1
@acidlover_303 il fait ce qu'il veut au pire mele toi de ton Q ?;0
@LAHI-Ytb ​ @acidlover_303  toi tes le meilleur pote qua pleurer;1
@fayadoumbooliano5784 Toutes mes félicitations à OUSMANE DEMBELÉ POUR AVOIR HONORÉ L'AFRIQUE;1
@EmmanuelKra-u4u Le meilleur ballon d'or;0
@abkaaub6016 Bravo mon frère ca fait plaisir;1
"""@elisabethdaniellehabas9790 Félicitations dembélé. Tu le mérite  ,reste comme tu es . Homme reconnaissant 🎉""";1
@SaïdMoukagni Félicitations au vainqueur.;1
"""@Verinha9 10:15 Purée la chouinerie du mec 😂 les meufs n'en font pas tout temps foin et prennent ses prix avec beaucoup plus de dignité et de recul... faut pas oublier que c'est une mascarade tout ça, et y donner autant d'importance, c'est ne rien avoir compris et faire preuve d'une grande naïveté/stup¡d¡d3... 🤡""";0
@mrowl3403 Le manque d'empathie et de respect en exemple pur et dur;1
"""@Verinha9 ​​ @mrowl3403  C'est marrant, je viens d'écrire un commentaire à ce sujet (genre maintenant, y'a 3 secondes!)... si tu savais, mais tu sais rien ^^""";0
@JeanPaul-fy3sn 🇲🇷🇲🇷🇲🇷🇲🇷🇲🇷🇲🇷🇲🇷🇲🇷🇪🇭🇪🇭🇪🇭🇪🇭🇪🇭🇪🇭🇪🇭🇪🇭d’emblée 💪🏾💪🏾💪🏾💪🏾💪🏾💪🏾💪🏾💪🏾 la fierté;0
@MagueMan Ousmane Dembelé le chef;0
@NazifAli-wj6xh J’ai vraiment aimé ce discours ❤😍🙌;1
@jeanfovi7175 Dembélé ballon d'or ❤❤❤❤;1
@mandoliovideo6655 Voilaaaaaa;0
@dougaming10 Dembouzzzz😂😂😂;0
@PAWY-h1n L'HOMME LE PLUS DRÔLE DU FOOT QUI A FAIT CHIALÉ LE MONDE ENTIER... HAHAHAHAAA ON T'AIME OUSMANE 🤣🤣🤣💪💪💪❤️❤️❤️;1
@julienusseglio2881 Il le mérite a 100/100;1
"My man got robbed top 2 at least""";1
@abderhanine Dumbly should thanks Hakimi for winning the ballon d'or;0
@Yane-m6p 😢😢😢😢😢😢😢 moi aussi congrilation non amour parfait❤❤❤❤❤;1
@asifanwar1641 Deserved it !;0
@LelegendaireBroly Le mec il est blessé depuis 10 ans il joue un match tout les 2 mois et demi et encore je suiz genti;1
@KasriGhilas Mdr tu dis quoi qu'il le mérite pas ???;1
"""@LelegendaireBroly ​ @KasriGhilas  bien sur qu'il mérité pas , car il y a des joueurs bien au dessus sur la saison 24/25 que lui  , mais on est en France donc on lui a donné , c'était calculé""";1
@OumarDiallo-h7c Lamin yamal  2026🙏🙏🙏💪💪;1
@edarantes505 Chaud bro. Mbappé ne lui laissera pas 😮;0
@SlaSh_7_8 la france ne connait rien au foot il mettront leur mbappe de merde en 2026;0
@Jonhatan30 ​ @SlaSh_7_8 il veut quoi la victime ?;0
@RichikevineOko C'est ça le football🎉🎉;1
@itoulyadoum1980 Ce Ballon d’or devient vraiment n’importe quoi.;0
@fazeRlx Pleure;1
@RaphaëlBihay Et Ousmane ballon d'or 🟠;0
@teguhbs46 only messi and rodri can rob the ballon d'or;0
@JkKalsi-k5m We will never know if Mbappe was crying because he got emotional or he didn't win it😭;0
@ollyredding6933 Man won the ucl everyone else sits down on that merit 👍🏽;0
@lloyd_rudy Je suis barcelonais mais c’est tellement mérité pour lui ❤🎉;1
@SlaSh_7_8 encore un bénévole 🤣;0
@papatango5085 T habites vraiment Barcelone ?;0
@Josias-l2t Je suis barcelonais et j'aime beaucoup ce joueur de football incroyable j'étais très triste quand il a quitté le barça mais bon c'est la vie je suis très content pour ce qui lui arrive il le mérite très sincèrement je suis ému bravo Ousmane félicitations pour ce ballon d'or champion !!!!!! ❤❤❤❤❤❤❤❤❤❤❤;1
@loli304 También soy del Barca pero es imposible que no te caiga bien el mosquito ✨✨✨🫰🫰🫰;0
@SlaSh_7_8 tu n'est pas barcelonais pour aimer une merde pareille. le barca ne mérite rien avec des fans de merde pareil 🤣;1
@0nIyMusic Fan du Barça mais j'étais heureux qu'il parte à l'époque. Il mettait pas un pied devant l'autre... Il a trouvé l'entraîneur qui lui fallait pour passer un cap. Ballon d'or entièrement mérité et parcours super inspirant.;1
@papatango5085 ​ @0nIyMusic il se blessait souvent mais se blesse plus;0
"😉""";0
@Josias-l2t ​ @antoinev9733 tout les barcelonais ne sont pas vraiment les mêmes il y'en a qui sont humbles et réalistes 😊;0
@Josias-l2t ​ @0nIyMusic  exactement mérité;1
@KenKazama-v2.0 Sa mère vient avec son sac à main pour pas que l'agent de son fils lui pique ses sous.;0
@bellotcho8417 On le savait tous dembouz tu le mérites et ramène un 2 étoiles pour paris;1
@majidAnibar Acheraf hakimi 6ème  mdr 😂😂😂 arrêter un peu svp;0
@akshatbansal5578 4:00;0
"""@blemsparadox Nos mamans, les reines, les meilleures. Une fois qu’il parle de sa maman, les larmes coulent. Nous vous aimons, les maman ❤❤❤""";1
@yvonnzungu8791 Il n'a pas de père ou quoi ?;0
@JacquelineBouanga ​ @yvonnzungu8791 vraiment papa 😂 à fait quoi on remercie tjrs maman 😂;1
"On decouvre ainsi un nouveau paradigme: un enfant se fait uniquement par un ovocyte. Sans spermatozoïdes. Bravo! Notre société ira très loin ainsi. 😮""";1
"""@terminares7027 un exemple pour tous les enfants qui aime le foot, merci ousmane !!""";1
@doucourelassana3663 Merci Mr DEMBELE que DIEU(à Lui la Gloire) et soyez conscient bient on vous a chargé une lourde responsabilité et c'est vous de prouver mieux encore votre talent et bonne soirée.;1
@davetchicaya9221 Bizarre de fou son regard quand il parle de sa mère. Et sa mère aussi bizarre un peu l'attitude 😂;0
@AbdelrhaniMer Il a une mère....mais il a Aussi une femme....!!!!!????;0
@cristobalrodriguez7663  @davetchicaya9221  agree;0
@nolimitsctc6670 😂😂😂😂😂😂 pas un mot pour sa femme.....mais sa moman ça en dit long sur lui.....fifounet a sa moooman;0
@nolimitsctc6670 ​ @doucourelassana3663 fais comme lui retourne dans les jupons de ta mere 😂;0
@nolimitsctc6670 ​ @terminares7027 même quand il cadré rien la saison dernière?!?!;0
@nolimitsctc6670 ​ @borrelfotie6502 grave!!!!;0
"""@nolimitsctc6670 ​ @JacquelineBouanga mon pere est mon dieu ma mère est  mon diable allez même les femmes ne sont pas bonnes....apprends à fermer ta bouche,et laisse nos pères tranquille""";0
@nolimitsctc6670 ​ @JacquelineBouanga d'avoir ecarté les cuisses?;0
@patrickmwange5525 I love my mom too❤;1
"Parce que avec juste sa mère et son agent il aurait pu gagner peut-être une partie de babyfoot 😂""";0
@mokaLARE  @JacquelineBouanga  😂😂😂;0
@Miket-f2s 🥹🥹;0
@brcosmetic6836 ​ @JacquelineBouanga Sans le jus de papa le bollon d'or de ce soir aurait était remis a quelqu'un d'or... Les enfants de 13ans arrivent a comprendre a quoi sert le papa sauf toi visiblement 😂;0
@alexgalitier1322 Magnifique un garçon tant décrier dans la presse une revanche aujourd'hui...j ai toujours aimer ce joueur car il est spectaculaire imprévisible c est ce qu on aime dans le football... Une grande humilité également tellement mérité saison exceptionnelle que yamine yamal en prenne un peu de la graine lui l' arrogant....;1
"""@Ecomove-u1t  @yvonnzungu8791  si papa n'a fait que donner son spermatozoïde, on parle toujours de lui?""";0
"""@Ecomove-u1t  @borrelfotie6502  arrête de raconter n'importe quoi. un père ce n'est pas seulement un géniteur. on ne saura faire l'éloge d'un donneur de sperme. lorsqu'il est présent, eh bien ça se voit et ça se sait. confère, Jordan, Mbappe, Nasri, Belingham, Neymar...""";0
@PatrickDewal-d3d Pauvre a nous les papas;0
@lelongdusud ​ @davetchicaya9221 Merci frero! t es un vrai toi!;1
@DavidDavid0007-m7u Pas la mienne lol;0
@lelongdusud ​ @DavidDavid0007-m7u lol😊.;0
"""@lacress6667  @davetchicaya9221  chacun reagit différemment face a une grande émotion, moi j'ai trouvé leur réactions hyper touchantes et pleines de pudeur.""";0
"""@SniperVerb Et sa femme qui reste sagement à la maison. Un vrai bonhomme... On honore sa mère, on cache sa femme... Une belle culture qui n'a rien de française.""";0
"""@ReineNehanda-d1u ​ @AbdelrhaniMer , la mère s est la boussole, irremplaçable ❤❤❤""";1
"""@ReineNehanda-d1u ​ @JacquelineBouanga , papa toujours absent 😂😂😂""";0
"En ce sens le puissant dicton est vrai : """"La course, la victoire ou la couronne n'appartient pas au plus agile, au plus filou, au plus déluré et encore moins aux malhonnêtes joueurs égoïstes boycottant et fuyant du ballon leurs attaquants plus talentueux qu'eux, en vue de les éteindre"""". C'est donc la victoire de la justice qui a triomphé face à une grave injustice subie par Dembélé qui n'était jamais sollicité et recherché normalement  comme cela se fait habituellement envers les attaquants d'une équipe""";1
@yazidmansouri8623 ​ @yvonnzungu8791 son père est peur être décédée abruti ! Si il parle pas de son père c est qu il y a une raison on est pas tous sensée avoir un père ou une mère vivante sans déconner tu as cru que les gens ils sont immortels ou quoi peut-être son père il fait plus partie de ce monde direct tu dis il a pas de père ou quoi bah ça arrive qu'il a pas de père;0
@toxaty6403 ET OUSMANE BALLON D'OR;0
"Matrice, c’est pas possible""";0
"""@youssefdb-jv3ck L'argent du Qatar a porté atteinte à la crédibilité de la France dans tous les domaines, même dans le sport.""";0
@KandiackDiatta Cette année le ballon d'or est mérité;1
@MereTapha Ousmane ballon d'or ❤❤nice je kiff love Afrique pour la première fois de ma vie merci en tant que tout jamais de reculée 🎉🎉😅😅😂vamos;1
@PaulBeyne 😂;0
@fannykapinda6153 Paris a ressuscité ce talent louis Henrique a réveillé un lion qui dormais et au finish Ousmane ballon d'or wooooo PSG est magique 🎉❤;1
@WalexyEnoch 🎉🎉🎉🎉🎉 Dembele ❤❤❤❤❤❤❤❤❤ from Nigeria;1
@7mmm707 انا العربي الوحيد ولا ايش;0
@4Uuinter Dembélé a volé ce BO .;0
@TabletNiakh-o3x Dab vous en dit quoi de la coiffure de yamal wsh 😂😂😂;0
@melaniedorsim4335 Enfin notre Parisien 🎉❤;1
"""@addaelhadjlatroch7631 Ah vous, vous n'êtes pas un Menessiste, parceque les Menessistes trouvent qu'il y a trop de noirs en EDF""";0
@addaelhadjlatroch7631 Les parisiens il y'en avaient pleins dans le top des 10;1
@BlueWhiteRed_Patriote ​ @addaelhadjlatroch7631 Et alors c'est un constat : c'est comme si dans l'équipe de côté d'Ivoire il y avait 7/8 joueurs blancs !!;0
"""@addaelhadjlatroch7631 ​ @BlueWhiteRed_Patriote ce n'est pas la faute aux noirs si les blancs sont nuls, trouvez vous onze blancs talentueux et débarrassez vous des noirs au faite c'est un noir qui lauréat du ballon d'or et c'est un français que vous n'aimiez pas la couleur sa peau et en plus il joue dans le championnat français paradoxalement il n'y a que des blancs dans vos gouvernements résultat 3000 mille milliards d'euros de dette et 41 milliards d'euros que le citoyen lambda doit débourser pour financer la guerre potentiel contre la Russie""";0
@rexynator_ytb gg;1
@ibrahimtoyeeb1931 Balon d or has lost is value totally in the world of football vinicius junior is d winner of 2024 but gifted to someone else.;0
@AngeloAlindoFlavinAlex Fantastic gd work dont look back go foward blessed;0
@KodjoDieudonnéMAWUDI Mon joueur préféré Ousmane Dembélé félicitations à toi et toute l'équipe du PSG;1
@jojo-qw3ns Bravo Ousmane ! Vient nous le présenter au Stade Rennais 😂;1
@B.A.R1980 Bravo;1
"Bonne soirée à tous.""";1
"""@eynricbouit9906 Les larmes de dembouzzz pendant le discours ça m’a fait tout drôle, surtout quand on connais le personnage qui rigole de tout et de rien! Bravo à toi mec ❤ et vive le foot français bordel !!!!""";1
"""@mackarony07 Beaucoup de personnes vivant des moments difficiles utilisent le rire et la positivité comme force. Mais à certains moments, quand tout resurgit, impossible de se contrôler. 🙂 Je parle en connaissance de cause.""";0
@KesmyFaidross Ca n'a toujours pas l'air reel tout ça mais dembouz ballon d'or 🎉🎉🎉🎉;1
@KesmyFaidross Non les Français sont trop bavards quoi🤣🤣🤣;0
@JuRistee  @KesmyFaidross les africains ?😄😂;0
@dark-p6z2b Moi c'est ton orthographe qui m'a fait tout drôle 😂;0
@PamJafara Bravo dembele dieu merci notre grand star frère mauritanie 🇲🇷 a remporter son ballon d'or;1
@Sanslangue2bois Même Rony est ému;0
@lesagedurocher7317 ❤c'est mérité;1
"""@blackexcellence6506 Salah devant Rafinha, j'ai hurlé""";0
@mehdile9236 🥇🥇🥇🇲🇫🇲🇫🇲🇫;0
@tamdia6051 Voilà ce quon aime voir;0
"❤️💙❤️💙❤️💙❤️💙❤️💙""";1
@servicecommercial-h1j Exceptionnel;1
@Ohéyaquelquun DEMBELE le méritait en revanche HAKIMI 6ème s'était une blague il aurait dû être 2ème avant Vitinha en 3ème et Yamal 4ème hors podium... ça peut déranger les fanboys mais c'est ce qui devait être juste que 3 parisiens sur le podium ca dérangeait.... Mo Salah a volé beaucoup de place au passage....;0
@SaymonDebesay-s1f ❤❤❤❤❤❤❤❤❤😊😊😊😊;1
@LelegendaireBroly Forcément pour un français vue que c'est en France .;1
@moudjtabadiaw6158 C’est mérité ❤;1
@JeancyMukendi-u7j dembel;0
@vatoloco1653 Salah marque 30 butes par saison depuis 2018. Dembele fait une belle saison et il gagne un ballon d’or. TOZZZZZ;0
@KasriGhilas Bah c'est le but du trophée non??? si tu t'y connais pas ftg;0
"""@chouaibkaram195 Et oui !!!.Tu sait pas encore pourquoi !!!?. Parce que nous Africains,sommes égoïstes et racistes entre nous.Comment un africain vote pour un européen ou sud américain !!?.""";0
@floblm4628 Sa mère on dirait elle s'en blc trop aigri;0
@WoorvhessXXXena T'es le meilleure joueur de Paris tu le mérite demdem 🙅🏽‍♂️👑💪🏽;1
@Jaguar93933 Omar Sy veut le rôle !;0
@jaydongongo Voilà Ousmane ❤🙏🏾🔥🔥🔥🔥♥️💙🔴🔵;1
@DaliaBoussoukou Ousmane ❤❤❤❤;1
"Quelle gifle divine à Mbappé l'arrogant qui croyait gagner ldc  et le ballon d'or en quittant paris pour un grand club! 😂😂😂😂""";1
@sj227 Bravo Ousmane. Au stade rennais tu seras toujours chez toi👊🔥;1
@MahdhiFaleel LETS GO DEMBLEEEE MY HEROOOOO❤❤❤❤❤;1
"Mais sinon bravo à Ousmane pour son ballon d'or""";1
@lexkanyima2195 Il a gagnez avant Kylian Mbappe merité.;1
@Diex-musique-officielle Nuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu ouuuuuuuuuuuuuu yamal goat balon d’or;0
@Mercato-Hub C’EST OFFICIEL   Dembélé  sacré Ballon d’Or 2025;0
@Jean-u8m4p Quel discours ❤❤;1
@hervezami2971 MÉRITÉ;1
@omaramhil1045 Bulshit ranking;0
@Nacime06 L’élite de l’élite quand y a pas d’élite 😅;0
@bestingmuzic5764 Congratulations dembele;0
@Batiti93 on en parle de son pince tout large pas cintré?;0
@jenna5460yt ❤❤❤❤❤❤;1
@aurelienmartinet9181 Ousmane ce ballon d'or tu le mérites largement à cent pour cent et pour moi grâce à toi le Paris-saint-germain a tout gagné cette année et comme on a chanté tout à l'heure et Ousmane ballon d'or  tu as fait une super saison on n'aura jamais gagné de la Ligue des Champions sans toi et les coéquipiers donc mon SMS c'est ma façon de te dire merci pour tout tu restes pour moi une légende et tu est humble 🎉🎉🎉❤❤❤❤;1
"""@alainnguyen-f9c Il a proféré des blagues anti asiatique en 2021, il a humilié toute une communauté, quelle honte!!!""";0
@falloudiedhiou8948 Ah les émotions 😢😢😢❤❤❤;1
@carlito4550 Les cris gâchent la cérémonie … Des animaux sérieux ! Félicitations à Ousmane le goat 👌;1
@auguste17 Pourquoi ils hurlent dans le théâtre ces animaux ? Quelle honte;0
@WalexyEnoch He deserved it;0
@SosoDisi-f1t C est un scandale hakimi 6 ème non mais faut arrêter la Salah et vitinha devant hakimi mais vraiment le plus gros scandale que j ai jamais vu Hakimi mérite le ballon d' or c est télé meilleur joueur de l'année je regarderai plus ce ballon de clown;1
"Une honte!""";1
@Libelulepy Saluons la victoire de l’OM se soir 💪;1
@isahad1643 Et Ousmane ballon d’or ❤️💙;1
"C'est quoi cette escroquerie!!! il est podium minimum.""";1
@jeanbarlethkimpo9992 C'est l'Afrique qui gagne les choses sont entrain de changer;0
@jft8994 Les Russes et les Chinois adorent l'Afrique! 😂;0
@Nans-i4m Mais arrêtez avec ça je suis blanc et je suis super heureux pour dembele j'adore ce mec il est simple et on s'en fiche que ce soit un noir ou un blanc c'est l'humain qui compte pas la couleur de peau;1
@MB-sl1qp Heuu et le papa? c est lui avec le visage fermé qui ne dis rien ?? 😂;0
@angeletamarii4747 Mérite mon frère ousmane Dembelé ballon d'or 2025;1
@michaeltkoroma4045 He deserve the world best award. Better luck next time Lamain.;0
@AbdourahmaneDrame-hv7ww ❤❤❤❤❤❤🎉😢;1
@Samthedrestoyer Congrats but I think raphina should’ve won but congratulations dembele;0
@leslierattenborg2151 Très fière pour une fois le bon choix tu le mérites 🎉🎉🎉🎉❤❤;1
"La c'est scandaleux""";1
@erwanmickael Félicitations Ousmane c'est mérité et tu es un bon gars;1
@ZongoJean-f7h 👍 félicitations pour le parisien Ousmane Dembélé ❤❤❤;1
@MariamaDaffe-dc3vo Vraiment il as fait un véritable discours meilleur et sa ma fait pleurer même;1
@lucienkoffi4057 Pourquoi les footballeurs africains ne citent jamais leur père?;0
"Bravo à lui""";1
@ciceronjeanberlin4278 Wesh comment ça palmer dans le top 10;1
@auguste17 Hakimi seulement 6 ème... quelle honte;0
@AlfussainCeesay Lamin😂😂😂;0
@Misterkaporaldu28 Mais sinon la daronne elle sourit ?;0
@Mohdz_213 EHH OUSMANE BALLON D'OR;0
@animeendelire2 classement frauduleux mais dembouz mérite vamosss;1
@Tom26120 Bravo Dembouzz👌;1
@MedoskiOmar Bravo ousmane il est mérité entièrement;1
@IBRAEP Raphinha in 5th place?;0
"Le moteur est African la carrosserie est frenchi، ،😂😂😂""";1
@FallouToure-ls4rc Ou est Lamine 😂😂😂😂;0
@HansMébalé C'est vraiment de la merde raphinia 5éme et pedri même pas dans le top 10;1
@ZongoJean-f7h ❤❤❤❤;1
@BLACK_ZFR7 Kousmane Dembelé;0
@mohamedslimani8580 Se n'es possible. Ses n'es pas possible;0
@King_zinzin Et Ousmane ballon d'Or❤💙🎉🎉❤💙🎉🎉;1
@fanta.m.kondeh4837 Osuman Dembele he deserves it;0
@RichardjineCica Bravo Dembelé 🎉🎉🎉🎉🎉;1
@danntsemigoma Les gars Ousmane ballon d'or on a lutter sur les reseaux pour que Ousmane gagne ce trophée  mais Ruis Hakimi Neves Raphina Olise n'ont pas été respecter et ça faut pas l'oubier;1
@aimericmars Putain il se met à pleuvoir tout d'un coup...😭;0
@alexpsg22 et ousmane ballon d'or;0
@sarakawilfried485 Quelle émotion ❤;1
@yasmanilopez8690 Muchas felicidades merecido el balón;0
"""@sayenti972 Amplement mérité,pour Ousmane, c’est exceptionnel !""";1
@boualemhaddouche-yq1up Yamal numéro 1;0
@muratagirman8137 On est content Dembele mon frère;1
@JuniorChrist-n6q Enfin . Ballon d’or a un noir;0
@bienvenueMpo ils ont vite compris que la France aussi allait commencer à boycotter le ballon d'or 😂😂😂😂😂😂😂;0
"""@danieldaniel9326 2 choses ont changé Dembele, son marriage et la naissance de sa fille. Mérité""";1
@batmanbatman1502 Hakimi 6eme messieurs !!! 6ème !!!!;0
@xqc1239 Pedri not in the top 10??? Raphinha 5th????;1
@clementclementberthome5328 J'aime pas le psg mais dembele ma mis les larmes sa ce sens que c'est un bon gars;0
@izrmolo Osef;0
"""@alainnguyen-f9c Avec ces blagues racistes anti asiatique proférée en 2021, internet n'oublie pas car la douleur reste, c'est une honte !!!""";0
"""@rhum_1802  @alainnguyen-f9c  tout le monde en fait il est humain, tu parles comme ci t'étais parfait et que t'avais jamais tenu ce genre de propos, t'as bien de la chance d'être sur yt gros boomer va rembourser la dette nationale au lieu de parler ici, personne veut de toi""";1
"Lui a une carrière sans tâches, il a pris des coups pour son jeu d'avant, mais il est resté debout pour en arriver là ! Je supporte pas les mecs comme toi. T'as rien à faire dans les commentaires !""";0
@hig6614 Ballon d'or français 😂😂;0
@josesoupama6496 Bravo❤❤❤;1
@RACHID-v7l Il le mérite il est humble c’est un grand joueur .;1
@OlivierGomu-Gomu Et un grand homme ❤un super discours de folie;1
@きゅきゅのきゅきゅのきゅ Humility? That's a funny joke. You discriminated against him against Japanese people? That's humility? Don't make me laugh. You're blind.;0
@JulienDuh Un grand 2 pieds gauche;0
@kik7v613 ​ @JulienDuh la ferme;0
"""@magueule7307  @きゅきゅのきゅきゅのきゅ  non seulement tu fermes pas ta gueule et en plus tu racontes des conneries, abruti va""";0
@JulienDuh Une escroquerie comme riberyen 2013;0
@OlivierGomu-Gomu 😂😂 sauf que lui il a eu ​ @JulienDuh ;0
@Nono-rk8qu ​ @JulienDuh meurt de ta rage 😂;0
@BourbonKid5  @JulienDuh  Tu aurais voté pour qui?;0
@JulienDuh ​ @BourbonKid5 lamine yamal;0
