commentaire;label
@gustomato9854 On sent rien du tout. Ils sont pourris riches et on leur fait encore des cadeaux en plus … le foot c’est pour les cassos.;0
@Fabien-t3d La majeure partie du monde, c des cassos. La quantité n'a jamais fait la qualité. Mais ça reste un bzllon de bois;0
@estebabinks  @Fabien-t3d que fais-tu alors sur cette vidéo youtube à la commenter qui plus est ? C’est pas un trc de cassos ça aussi peut-être ? Va changer le monde ou juste bosser au-lieu de jalouser ceux qui réussissent et faire l’aigri pour rien.;0
@Fabien-t3d Ah le futé du jour... Ménagez vs, ça sent la surchauffe cérébrale;0
@specialk9328  @Fabien-t3d  mon ami, c’est toi le futée du jour. Je suis désolé de te le dire si j’en de ce que tu dis, il ne mérite pas ce qu’il a fait que six mois de carrière… le ballon d’or c’est tous les ans cette année c’est qui a fait la plus belle saison y a pas de débat;0
@toum.  @Fabien-t3d  tu mérites même pas qu'on te réponde, les journalistes sont quasi unanimes, il est noir et ça te dérange Fabien on le sait tous;0
@Fabien-t3d QSI est un aimant à crétins, vs en êtes la preuve. Cela dit, être supporter parigot quatarien ne doit pas vs enlever un discernement salutaire. Vitinha ou Raphinia l'auraient largement plus mérité qu'un joueur qui est bon mois. C tt simple et sans couleur, neuneu;0
@Fabien-t3d Vitinha ou Raphinia le méritaient bien plus, eux c pas 6 mois. C tt simple et très factuel.;0
@specialk9328  @Fabien-t3d le top 6 n’aurais pas été scandaleux mais 35 buts 14 passe D et tout gagner tu veux quoi de plus;0
@toum.  @Fabien-t3d  tu parles pas de Nuno Mendes ?  il est un peu trop noir ?;0
"@maraboutserieuxethonnete9255 C'est parce qu'il est de nationalité française 
Si non un africain 100% il n'aura pas";0
@GarconMike-he1xv 😢😢😢😢😢😢😢 pauvre yamal;0
@adamskevin3344 après un arabe un renoi et retaillaud un gros coude dans ton kah;0
@hafidchraibi4095 ERROR HUMANUM de 1er ordre, Hakimi le dépasse de loin mais il n'est pas français😢😢😢;0
@koffitchemayoh2726 Ce joueur depuis qu'il est en equipe de France aucun match de reference malgree son talent ni regulier en club..;0
@princendiaye5974 J’ai pleuré quand il a parlé de son meilleur pote 😭 parce que j’en ai jamais eu.;0
@KhadyFall-t4b Pourquoi lui😡😡;0
"@OussYu-k7c Allo paris icinimporte qoui a part dembille et yamal les autres ne sont pas a leurs
Place exemple pedri rafinha hakimi ect,,,,,,,,,";0
@BahDePita Jai les larmes lorsqu'il a évoqué sa mère 😢😢..mamans on vous aime énormément..même si parfois on a du mal à vous le dire..;0
@fazeRlx Pleure pas trop stp;0
@phaneck_44 ousman on dirait JRK19;0
@bilyaminushiitu This is so emotional 😢😢😢;0
@Le-saviez-vous-algerie Quelle arnaque ! Si Dembele est ballon d'or, Tebboune est un démocrate alors 🤣🤣;0
@artk819 هانيا ايلا ما ربحش حكيمي  ولدنا  داها نسيبنا   😂 ديمبلي مزوج بمغربية و بصحتو;0
@Toto-vu7ys ou est mbappé ? Aucun joueurs du réal ?;0
@gabrielsilitonga9209 How can the player with the most g/a last season be ranked 5th?😅😅;0
@mouniralladji le foot est mort ptdrrrr Dembele ballon d’or;0
@BahDePita L'argumentaire qui defendait la non élection de vini la saison dernière: selon certains comme il y avait plusieurs Madrilène élus que c'était ce qui lui a fait perdre en point..ma question est: pourquoi ce n'est pas le cas cette saison  avec tous ces joueurs du Psg qui etaient en lice..??? Vini pour pour moi a été volé à ciel ouvert..;0
@OdilonJoëlHOUNDEGNONTO Et ton Papa, tu l’as oublié Dembélé;0
@HichameElouardi Ma che dembili;0
@mehdilaaraj3016 ولاد الكلاب;0
@blackvortex489 Pourquoi Ronaldinho ressemble à Michael Jackson;0
@konanjeanelieyao4294 La vie est vraiment imprévisible si on lui avait dit qu'il serait ballon d'or un jour lui même aurait pas cru ça c'est le caractère imprévisibles  de la vie.;0
@apogeeprodzht9404 Il y a un français qui n'est pas content 😂😂😂;0
@poyardogoff Mdr les africains toujours à vous attribuer des trophées qui vous concernent pas, votre hakimi et votre guirassy ont flop ce soir donc rendormez vous;0
@kimiarifi4651 Il est français et le BO c’est pour lui pas pour l’Afrique malgré qu’il le mérite pas amplement;0
@fhbo8726 Cest le trafique dircte cest pas normalle ou hakimi marocain hakimi mieux que dambele;0
@حنانحنونة-ك5غ Mendez et mbapi avant hakimi en classement c est régoulou et honteux;0
@bloodsp0rtttv646 J'ai failli chialer avec lui il est reulou;0
"@normakroum1046 Quand la politique et le racisme contre les joueurs des pays Arabes dominent les nobles principes du sport !!
Félicitation Ousmane et Désolé Hakimi !";0
@martin300169 Pourquoi les PERES de beaucoup de stars ne sont jamais là pour manger le fruit de leur semence ???;0
@اصطورةلعاب 😢;0
@mastersenior10 Le discours de ousmane dembele cachait un secret 🥱;0
@ZaynZouggarh Hakimi 6 eme ?? Quel honte c lui le vrai ballon d’or boycotte comme le réal mtn;0
@gamingmood2.0-v7k Ben vous vous attendez à quoi ? C'était prévisible là !;0
@LuisAlbertoCortes-j9q 🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮 el mosquito correlon que robaba al barcelona ....no jugaba unqu....SKEROSO....🤮🤮🤮🤮😬😬😬😬😬😬;0
@OverRage114 Hakimi 6e seulement. C'est incroyable;0
@bintoucompaore-wb4wt Pour la première fois pas de commentaire;0
@I9tidar mbappe 7eme abusé il est meme pas top 10;0
@fazeRlx Dégage là-bas du coup;0
@tommykaratie7697 Quel rapport 🤦‍♂️;0
@fadaa7080 @tommykaratie7697 toi aussi desserre tes fesses carrément vous vous arrêtez sur ce commentaire tellement vous êtes aigri 🤣;0
@SackoDramane-j1j La corruption à dépassé la limite  (Raphina 5ème alors qu'il a été le meilleur buteur de la league des champions  ) et personne ne parle de  ça  le monde n'est pas juste;0
@killerbelfa2927 Todo el mundo sabe que Lamine es mejor que Dembelé vaya robo del Khalifa du psg 🫰 🫰 🤣🤣🤣🤣🤣🤣🤣🤣🤣;0
@lintahpius1112 Why did they not share the vote like last season with Vini;0
@GupthTop hhhhhhh he no deserve it;0
"@user-kx5ky4dc9n et pendant ce temps Donnarumma lors du la remise du trophé Yachine ne mentionne aucune fois le PSG ni meme un seul nom, mais mentionne ""Le Manchester City"" (je cite)";0
@ijalhwam الخائنين الفاسدين العنصريين الظالمين ظلمتم أشرف حكيمي الله ياخد فيكم الحق;0
"@IsmaëlSaïdani Classement étrange avec l'absence de Pedri dans le top10 et un Raphinha beaucoup trop loin, ce qui contraste avec la présence de Cole Palmer et même Salah dans le top4...
Dembele gagne rien à dire là-dessus par contre (c'était serré mais faut bien que ça penche d'un côté ou l'autre !)";0
@lintahpius1112 Is good for him but I'm not happy with him because we are having bankruptcy in Barcelona.  We spent a lot to have him and he didn't meet the standards.;0
@Anton_Shigur4281 Après tout ce qu'à fait Mo Salah 😂 s'il était européen il l'aurais eu;0
@MamadoubhoyeDiallo-mj4kv 😢😢😢😢😭;0
@mystiqrevolt5852 Une vraie mascarade.;0
@nobrainnogain1481 Il n'a pas de père ?;0
@Storydjby Ils avaient pas le choix soit c'était Yamal soit Ousmane 😅😅;0
@rhum_1802 on s'en fout de ça pk ramener ça à la religion et la couleur de peau, c'est vous les racistes dans l'histoire à ne parler que de ça;0
@acidlover_303 ça n'a littéralement aucun rapport;0
@terminares7027 j'attends de voir le vote des journalistes français !!! si vous avez voter Yamal vous etes des ennemis du football français !!! Merci Ousmane en temps que supporter du PSG, tu es et tu resteras une Légende de mon club !!!!Merci Monsieur Ousmane Dembélé.;0
@ibrahimandiaye2902 La fin ma fait pleurè🥲;0
@SlaSh_7_8 8 bo messi , il est loin ton dembele de merde 😂;0
@MerciSAFARI-p6b6g Dembele est une personne phonique vraiment;0
@tayabtabasum Nga what's wrong in coming with his family? He came 2nd at the age of 18,how many 18yo you've seen even in top 5?;0
@chouaibkaram195 Les organisateurs l'ont invités pour le show et peut-être l'ont fait croire qu'il est le vainqueur, à fin de crédibiliser leur mascarade de toujours.Allez voir les manigances et monsonges que les médias français qu'ont proféré tout au longue des nominations contre Hakimi et même contre le Maroc .;0
@fhernandojr1 eso es mentira ponen en el video a vini y a kalian ellos no asistieron a este show que por fin cambio un poco la verasidad;0
@cocotte4746 J'ai chialé;0
@placideakonde6745 Yamal est un mauvais perdant et un prétentieux... Il lui coûte quoi de se lever pour féliciter DEMBELÉ ?;0
@alainnguyen-f9c Il a fait pleuré une partie de la communauté asiatique suite à des blagues racistes anti asiatiques en 2021, on s'est senti humilié et blessé.;0
@BerZerHk  @alainnguyen-f9c  Dégage de là je te dit !;0
@profchen6713  @alainnguyen-f9c on s’en balekouille toi viens pas gâcher la fête;0
@med-kl2mr Quel scandal ! Pauvre Vitinha;0
@alainnguyen-f9c Un exemple?! vous rigolez! Il a proféré des blagues racistes anti asiatique en 2021, internet n'oublie pas! Il humilié, blessé toute une communauté. Quelle honte!!!;0
"@bellatorlucis-26  @alainnguyen-f9c  là je parle de sa saison (2024-2025) et de son discours que j'ai trouvé humble, reconnaissant et touchant. Je n'étais même pas au courant de ""blagues"" racistes anti asiatique en 2021.";0
@bellatorlucis-26  @alainnguyen-f9c  je viens de faire quelques recherches internet...lui et Grizou se sont excusés....être capable de faire de la merde, de le reconnaitre et de s'excuser ça montre quoi ?;0
@acidlover_303  @alainnguyen-f9c  les asiatiques sont le peuple le plus raciste de la planète et tu viens donner des leçons ?;0
@EDJ24327 ​ @EVENELIAMUSIC non, rageux 🙏🏽;0
@BerZerHk  @EVENELIAMUSIC  Oui puis il c'est mis des cristaux de menthe aussi..;0
@theomccabe1219  @EVENELIAMUSIC   Vu ce niveau de français si tu crois que c'est préparé alors ton niveau à toi aussi fait vraiment pitié;0
@nonamenoname3005 Il remercie même le club de Barcelone le gars, c'est un sans faute. Je pense même les Barcelonais ils s'y attendaient pas.;0
@Jahongir-o5l2c 2020💔Lewandowski;0
@rimamc2597 ​​ @Bolingooooo  Hakimi est en or.....il a pas besoin de votre ballon de merde .....on verra psg sans Hakimi ...;0
@Vasto-u3i ​ @Bolingooooo nn c'est Salah;0
@ngspr2793 C’est une mascarade sans rire;0
@Jahongir-o5l2c 2024vini💔;0
@AlexandreLedroguene Il l'a pas remercié les supporters de Paris aaaaaaaa;0
@BerthierJoseph Mbapé etait un Malheur pour PSG....maintenance ,il est  Malheur pour le real.;0
@BerZerHk C'est vrai.. Mais j'ai jamais vu un seul attaquant de toute ma vie faire un pressing pareil !;0
@gaaralaprod9361  @BerZerHk Jamais frère, c’est jamais arrivé de la part d’un seul attaquant dans l’histoire.;0
"@antoinev9733 mwais d'un autre côté Messi ?? bah tiens il y avait Iniesta dans la salle .
Aucun BO ?? ça te dit la crédibilité du BO certaines années 🙄😁";0
@tompoissenot9748  @antoinev9733 oui poto on sait qu’il aurait du l’avoir change de disque c’est pas moi qui vote, rien à voir dans la discussion.;0
@mikeypubg2955 Le soucis avec se classement c Mbappé et palmer;0
@guytelesphoreyao6506 Il m’a fait lâcher une larme.;0
@khalifaababacardione7537 Il m'a fait pleurer lui et sa mère quand il a parlé d'elle 😭😭😭😭;0
@lexkanyima2195 Brian, zijt ge serieus wat je zegt ? Dat Nafi van nationaliteit gaan veranderen ? Hell no, dat ze gewoon haar ding doen voor dat ze effectief stopt. Dit is BS wat je zegt.;0
@Zinzinnnn Mbappé doit être deg;0
@tonyc1263 Putain il m’a mis la larme à l’œil le boug;0
@KenKazama-v2.0 Non de Paris. Les Marseillais sont des pds;0
@poyardogoff ​ @henockbandala2822  supprime raciste;0
@Johnny-k9f ​ @henockbandala2822 J'ai pas vu l'Afrique jouer;0
@poyardogoff ​ @nyr3485  tkt c'est encore un gars qui a jamais rien gagné de sa vie et qui veut s'attribuer le succès de dembélé;0
@lighteaglemcoc7361 C'est son ballon d'or arrêtez de croire qu'il le partage avec vous mdr;0
@LinknSugg  @henockbandala2822 you’re garbage;0
@jdreasymoney6116 ⁠ @henockbandala2822 il vous a même pas dédicacé ta pas entendu il est concentrer avec la FRANCE pour la coupe du monde mdrr;0
@mostafaboussaa8377 ​ @poyardogoff Il n’y a pas de racisme pire que le vôtre;0
@mostafaboussaa8377 ​ @Johnny-k9f Normal pour vous parce que vous êtes aveugle à la perspicacité;0
@poyardogoff ​ @mostafaboussaa8377  moi j'ai pas de racisme dans mes commentaires tu t'es trompé de personne mon grand;0
"@jean-pierrestraub7530 1/ on dit "" je crois QU'on a tous pleuré "" et 2/ non, pas tous";0
@prophetemicheeadande Donc c'est un français ce noir là ?;0
@adnanesama the most skibidi toilet party of all time 3azwa dembélé💀;0
@goracoundoul1246 Sa femme il la oubliè;0
@theomccabe1219  @goracoundoul1246  on s'en fout elle sert à rien juste écarter les jambes;0
@MitchellAtienoAtieno Kwani huyo mama shida ni gani,hacheki ata na nani;0
@abdoutche Pourquoi elle sourit pas elle est fâchée;0
@alainnguyen-f9c Avec ces blagues racistes anti asiatique proférée en 2021, internet n'oublie pas, c'est une honte!!!;0
@eddyvandeplassche3760 ​ @brigittenouasse6748 je suis pas un gamin pour chialer, je donne mon ressenti, si cela ne te plaît pas passe ton chemin mon petit.;0
@miloudkomane629 Raciste il le mérite pas... à partir d'aujourd'hui je regarde plus l'équipe;0
@giorgosgeorgiou4780 Not even close france robbery again;0
@GuyAdelaide-d5g Sala...n'a...rien....foutu....4...du...foutage .de...gueule.....mpape....mérite.....la...3....place.....;0
"@MitchellAtienoAtieno Y'all should be scared of Alexander Isak guys he's coming for this next, remember ge said ""i wanna win everything""";0
@maodosalll6068 Menos mal que no está mbapoe;0
@bogotam.a.t7816 Le pire vainqueur de ballon d'or de tt les temps, franchement jai rien contre ce joueur mais il mérite pas,normalement hakimi;0
@fazeRlx Pleure pas trop;0
@bogotam.a.t7816 ​ @fazeRlx c mon avis c tt ,pourquoi je pleure ??? Ta gagner quelque chose toi!!!! 😂😂😂😂😂😂;0
@Zinzinnnn Il est français, il s’en fou du Mali;0
@Zinzinnnn Quand tu es voué à l’échec tu cherches la victoire à travers les autres 😂😂;0
@fazeRlx Regarde pas et pleure en silence alors;0
@adelsaad9166 العنصريه منعت صلاح من الحصول على هذه الجائزه;0
@chouaibkaram195 Il n'a d'africain que le nom !!!.S'il n'était pas français et un joueur derrière lui un certain El khliffi,il n'aura que dalle.Les africains sont ceux qui jouent dans leurs équipes d'origine . Malheureusement les voix africaines ne pèsent pas beaucoup dans cette mascarade où tout est arrangé .;0
@mehdimehdi4726 C'est scandaleux pour hakimi;0
@laforetmbim8007 Il a pas le choix parce qu'il sait qu'il n'est ni Ronaldo ni messi;0
@MitchellAtienoAtieno Am just happy it's not Mbappe,i was all in for Lamine Yamal 😢;0
@CRjeanel Pas comme les femmes dans leurs discours qui ne parlent que d'égalité 😂;0
@zahirzatout6870 Vini et pas sûr la liste c la honte;0
@Tomy-x4k C quoi ce public de collégiens de banlieu irrespectueux !.;0
@hervecellamen7278 Je n'aime pas du tout le comportement prétentieux de Yamal très très très arrogant le garçon;0
@Halim75DZ Tu l'as pas volé RESPECT 🫡🫡;0
@MitchellAtienoAtieno Whatever he's saying,am sure it doesn't make sense;0
@CT-tv3xd Ridicule Ousmane Ousmane... L'audience sont des enfants...;0
@الزليجالبلديالفاسيمغربي Souffrez en silence 🤐. L'islam vaincra c'est écrit dans la bible dans la torah dans le coran ☝️🤲;0
"@GitHugh Raphinha shouldve won it 🥀
And he was disrespected so hard, 5th??????????
Dembelé robbed Raphinha's best UCL player 24/25 and now the ballon d'or 💔

Also, Olise 30th is a crime and same as Pedri being 11th, pedri should be around 7th or something.

Dembelé winning a d'or is crazy tho, neymar and mbappé have 0 while he has 1. Also, Dembelé will probably flop 25/26 season 😂";0
@mangeur2pneuu Cry more idiot 🤣🤣🤣🤣🤣 dembele deserve it you don't have the capacity too understand that;0
@CherifKechichi Yamal est plus fort que lui,ce trophée n'a plus aucune valeur;0
@Verinha9 ok l'ami des vi0l3urs 🤮🤮 peut-être que toi-même tu en es un, et c'est pour ça que ça te dérange pas de soutenir une saleté d'agresseur !;0
@Verinha9 ok l'ami des vi0l3urs 🤮🤮 peut-être que toi-même tu en es un, et c'est pour ça que ça te dérange pas de soutenir une saleté d'agr3sseur !;0
@MitchellAtienoAtieno Na hizi majina sijawai ziskia Kwa premier league ama kwani hawa wanacheza nini;0
@Nintendo64life Purée il m’a foutu les jetons;0
@dildo7635 C’est un fake??? N’importe quoi.😂;0
@Zinzinnnn Le foot c’est hlam mécréant;0
@antoinediouf934 Il n'a pas mieux fait que Vinicus la dernière fois;0
@4hundredPourcentLove calme toi;0
@djdz2617 Et Zidane vous oubliez ??;0
@CarlosZZ35-k2u ​ @goldfingerjames4172  Non il ne l'a pas gagner;0
 Et dire que certain nous sortent que y a trop de noirs en équipe de France;0
@toum. @WidSal-r1k oui il a grandis a Evreux et Rennes en Bretagne, pourquoi tu rage ? Eh Ousmane Ballon d'or;0
@tonyvelli4324 Quand on dit que les 2012 n'ont aucune culture foot;0
"@nickleroy6092 ​@WidSal-r1k
T’en es encore à ce stade, le génie racialiste?";0
@cortixavier1406 Le problème ce ne sont pas les noirs. C’est la culture de certains, noirs ou pas !;0
@Verinha9 un vi0l3ur qui doit être cancel 🤮🤮;0
@MC-pf9du Pfff toujours les mêmes  commentaires. Laissez le trkl et fait ta vie on s’en tape;0
@Verinha9 ​ @MC-pf9du  On s'en tape aussi de ton avis de tox.... La masculinité toxique ça dégage !;0
@LAHI-Ytb ​ @MC-pf9du  toujours des gens dans le déni... il y a pas de critique faites sur sa compagne bien au contraire juste une constatation.. il ne l'a cite pas;0
@Verinha9 10:15 Purée la chouinerie du mec 😂 les meufs n'en font pas tout temps foin et prennent ses prix avec beaucoup plus de dignité et de recul... faut pas oublier que c'est une mascarade tout ça, et y donner autant d'importance, c'est ne rien avoir compris et faire preuve d'une grande naïveté/stup¡d¡d3... 🤡;0
@mrowl3403 Le manque d'empathie et de respect en exemple pur et dur;0
"@football_edits-u3u No way RAPHINIA was 5th,
My man got robbed top 2 at least";0
@LelegendaireBroly Le mec il est blessé depuis 10 ans il joue un match tout les 2 mois et demi et encore je suiz genti;0
@KasriGhilas Mdr tu dis quoi qu'il le mérite pas ???;0
@SlaSh_7_8 la france ne connait rien au foot il mettront leur mbappe de merde en 2026;0
@Jonhatan30 ​ @SlaSh_7_8 il veut quoi la victime ?;0
@itoulyadoum1980 Ce Ballon d’or devient vraiment n’importe quoi.;0
@teguhbs46 only messi and rodri can rob the ballon d'or;0
@JkKalsi-k5m We will never know if Mbappe was crying because he got emotional or he didn't win it😭;0
@SlaSh_7_8 tu n'est pas barcelonais pour aimer une merde pareille. le barca ne mérite rien avec des fans de merde pareil 🤣;0
@papatango5085 ​ @0nIyMusic il se blessait souvent mais se blesse plus;0
"@antoinev9733 merde je suis d'accord avec un pro barca 😱👹
😉";0
@KenKazama-v2.0 Sa mère vient avec son sac à main pour pas que l'agent de son fils lui pique ses sous.;0
@majidAnibar Acheraf hakimi 6ème  mdr 😂😂😂 arrêter un peu svp;0
@yvonnzungu8791 Il n'a pas de père ou quoi ?;0
@davetchicaya9221 Bizarre de fou son regard quand il parle de sa mère. Et sa mère aussi bizarre un peu l'attitude 😂;0
@AbdelrhaniMer Il a une mère....mais il a Aussi une femme....!!!!!????;0
@nolimitsctc6670 ​ @doucourelassana3663 fais comme lui retourne dans les jupons de ta mere 😂;0
@nolimitsctc6670 ​ @terminares7027 même quand il cadré rien la saison dernière?!?!;0
@nolimitsctc6670 ​ @borrelfotie6502 grave!!!!;0
@nolimitsctc6670 ​ @JacquelineBouanga mon pere est mon dieu ma mère est  mon diable allez même les femmes ne sont pas bonnes....apprends à fermer ta bouche,et laisse nos pères tranquille;0
@nolimitsctc6670 ​ @JacquelineBouanga d'avoir ecarté les cuisses?;0
"@richardb1700 Et ses collègues son entraîneur son club....?
Parce que avec juste sa mère et son agent il aurait pu gagner peut-être une partie de babyfoot 😂";0
@brcosmetic6836 ​ @JacquelineBouanga Sans le jus de papa le bollon d'or de ce soir aurait était remis a quelqu'un d'or... Les enfants de 13ans arrivent a comprendre a quoi sert le papa sauf toi visiblement 😂;0
@Ecomove-u1t  @borrelfotie6502  arrête de raconter n'importe quoi. un père ce n'est pas seulement un géniteur. on ne saura faire l'éloge d'un donneur de sperme. lorsqu'il est présent, eh bien ça se voit et ça se sait. confère, Jordan, Mbappe, Nasri, Belingham, Neymar...;0
@PatrickDewal-d3d Pauvre a nous les papas;0
@ReineNehanda-d1u ​ @JacquelineBouanga , papa toujours absent 😂😂😂;0
@yazidmansouri8623 ​ @yvonnzungu8791 son père est peur être décédée abruti ! Si il parle pas de son père c est qu il y a une raison on est pas tous sensée avoir un père ou une mère vivante sans déconner tu as cru que les gens ils sont immortels ou quoi peut-être son père il fait plus partie de ce monde direct tu dis il a pas de père ou quoi bah ça arrive qu'il a pas de père;0
"@marcdesantiago8826 C’est ouf qu’un mauvais comme
Lui soit BO, on vit dans la
Matrice, c’est pas possible";0
@youssefdb-jv3ck L'argent du Qatar a porté atteinte à la crédibilité de la France dans tous les domaines, même dans le sport.;0
@7mmm707 انا العربي الوحيد ولا ايش;0
@4Uuinter Dembélé a volé ce BO .;0
@TabletNiakh-o3x Dab vous en dit quoi de la coiffure de yamal wsh 😂😂😂;0
@addaelhadjlatroch7631 Ah vous, vous n'êtes pas un Menessiste, parceque les Menessistes trouvent qu'il y a trop de noirs en EDF;0
@BlueWhiteRed_Patriote ​ @addaelhadjlatroch7631 Et alors c'est un constat : c'est comme si dans l'équipe de côté d'Ivoire il y avait 7/8 joueurs blancs !!;0
@addaelhadjlatroch7631 ​ @BlueWhiteRed_Patriote ce n'est pas la faute aux noirs si les blancs sont nuls, trouvez vous onze blancs talentueux et débarrassez vous des noirs au faite c'est un noir qui lauréat du ballon d'or et c'est un français que vous n'aimiez pas la couleur sa peau et en plus il joue dans le championnat français paradoxalement il n'y a que des blancs dans vos gouvernements résultat 3000 mille milliards d'euros de dette et 41 milliards d'euros que le citoyen lambda doit débourser pour financer la guerre potentiel contre la Russie;0
@ibrahimtoyeeb1931 Balon d or has lost is value totally in the world of football vinicius junior is d winner of 2024 but gifted to someone else.;0
@KesmyFaidross Non les Français sont trop bavards quoi🤣🤣🤣;0
@Ohéyaquelquun DEMBELE le méritait en revanche HAKIMI 6ème s'était une blague il aurait dû être 2ème avant Vitinha en 3ème et Yamal 4ème hors podium... ça peut déranger les fanboys mais c'est ce qui devait être juste que 3 parisiens sur le podium ca dérangeait.... Mo Salah a volé beaucoup de place au passage....;0
@KasriGhilas Bah c'est le but du trophée non??? si tu t'y connais pas ftg;0
@chouaibkaram195 Et oui !!!.Tu sait pas encore pourquoi !!!?. Parce que nous Africains,sommes égoïstes et racistes entre nous.Comment un africain vote pour un européen ou sud américain !!?.;0
@floblm4628 Sa mère on dirait elle s'en blc trop aigri;0
@Diex-musique-officielle Nuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu ouuuuuuuuuuuuuu yamal goat balon d’or;0
@hervezami2971 MÉRITÉ;0
@omaramhil1045 Bulshit ranking;0
@alainnguyen-f9c Il a proféré des blagues anti asiatique en 2021, il a humilié toute une communauté, quelle honte!!!;0
@auguste17 Pourquoi ils hurlent dans le théâtre ces animaux ? Quelle honte;0
@SosoDisi-f1t C est un scandale hakimi 6 ème non mais faut arrêter la Salah et vitinha devant hakimi mais vraiment le plus gros scandale que j ai jamais vu Hakimi mérite le ballon d' or c est télé meilleur joueur de l'année je regarderai plus ce ballon de clown;0
"@timbridger4681 Cole n'a rien à foutre dans le top 10.
Les anglais ont vraiment insisté pour être représenté dans ce top.
Une honte!";0
"@Stephanlabize Dembouz ballon d'or = c'etait plié depuis lgtps. Le faux suspense avec Yamal... 
Il le merite de OUF

PAR CONTRE on parle de la 6e place d'Hakimi?????
C'est quoi cette escroquerie!!! il est podium minimum.";0
@MB-sl1qp Heuu et le papa? c est lui avec le visage fermé qui ne dis rien ?? 😂;0
"@boros1264 Choqué mais dans le bon sens de la 3 place de Vitinha qui mérite d'être bien haut dans le top 3, par contre Hakimi aurait mérité sois là 3, sois dans ce cas là 4 place
La c'est scandaleux";0
@lucienkoffi4057 Pourquoi les footballeurs africains ne citent jamais leur père?;0
@ciceronjeanberlin4278 Wesh comment ça palmer dans le top 10;0
@auguste17 Hakimi seulement 6 ème... quelle honte;0
@Misterkaporaldu28 Mais sinon la daronne elle sourit ?;0
@animeendelire2 classement frauduleux mais dembouz mérite vamosss;0
@HansMébalé C'est vraiment de la merde raphinia 5éme et pedri même pas dans le top 10;0
@mohamedslimani8580 Se n'es possible. Ses n'es pas possible;0
@aimericmars Putain il se met à pleuvoir tout d'un coup...😭;0
@bienvenueMpo ils ont vite compris que la France aussi allait commencer à boycotter le ballon d'or 😂😂😂😂😂😂😂;0
@xqc1239 Pedri not in the top 10??? Raphinha 5th????;0
@izrmolo Osef;0
@alainnguyen-f9c Avec ces blagues racistes anti asiatique proférée en 2021, internet n'oublie pas car la douleur reste, c'est une honte !!!;0
"@BerZerHk  @alainnguyen-f9c  Arrête de faire le bon samaritain ici, viens pas faire genre que t'as jamais dit des bêtises en privé ou autre ! Tout le monde peut faire des erreurs ! 
Lui a une carrière sans tâches, il a pris des coups pour son jeu d'avant, mais il est resté debout pour en arriver là ! Je supporte pas les mecs comme toi. T'as rien à faire dans les commentaires !";0
@きゅきゅのきゅきゅのきゅ Humility? That's a funny joke. You discriminated against him against Japanese people? That's humility? Don't make me laugh. You're blind.;0
@kik7v613 ​ @JulienDuh la ferme;0
@magueule7307  @きゅきゅのきゅきゅのきゅ  non seulement tu fermes pas ta gueule et en plus tu racontes des conneries, abruti va;0
@JulienDuh Une escroquerie comme riberyen 2013;0
@Nono-rk8qu ​ @JulienDuh meurt de ta rage 😂;0
@SandyMdnour ​​ @きゅきゅのきゅきゅのきゅ  chef c'est  des  japonais qui ont mis une fausse traduction en plus c'était Mbappé et pas Ousmane révise ton football stp.  Tu comprends pas le français tanpis;0
@JuniorChrist-n6q Pedri absent dans les 10 premier c’ est abusé;0
@3tphacks Well deserved but its crazy that controversies came from list not the actual winner;0
@alleztousenenfer Hakimi 6eme c'est une honte. Hakimi devrait être 2ème.;0
"@M.Hiro79 Totalement mérité. 
Mais à part ca le classement était n'importe quoi. Cole ne méritait pas d'être dans le top 10, Pedri oui. Et Ashraf seulement 6è, et Neves 19., une blague!";0
@ZouZou_94 Le classement totalement deguelasse mais au moins, le football a gagné ce soir et Dembele a gagné;0
"@kaysersoze4755 M bappe il le mange.. nimporte koi... 
Final champions legue depuis quand elle donne le balon d or... le buzz parle.. pas le foot..";0
@きゅきゅのきゅきゅのきゅ He discriminated against Japanese people, but still?;0
@JiameDuff @Enedyasont l’emmerde Yamal;0
@Userbaby02 @Enedyaset le câlin qu’il l’a fait avant de prendre le ballon d’or toujours a critiquer les gens;0
"@user-kx5ky4dc9n et pendant ce temps Donnarumma lors du trophé Yachine ne mentionne aucun fois le PSG ni meme un seul nom, mais mentionne ""Le Manchester City"" (je cite)";0
@bondjamesboy  @きゅきゅのきゅきゅのきゅ  those who hates black people ?;0
@BerZerHk  @きゅきゅのきゅきゅのきゅ   Just a mistake bro, forgive him;0
"@PatriceMULIER  @user-kx5ky4dc9n  pourquoi mentionner un club de merde comme le PSG et ses supporters ?
Donnaruma a entièrement raison !";0
@Shfshawan He forgot to mention Achraf Hakimi, who was the main reason for his winning the Golden Ball.;0
@Mouradfk Il as oublié les supporters malheureusement;0
@daviddeneuf795 Et sa femme et ses gamins????;0
